"Data type","Cancer group/site","Year","Sex","Age group (years)","Count"
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","20–24",0
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","30–34",4
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","35–39",6
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","40–44",5
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","45–49",10
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","50–54",11
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","55–59",36
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","60–64",30
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","65–69",33
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","70–74",69
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","75–79",57
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","80–84",56
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","85–89",59
"Actual","Non-melanoma skin cancer (rare types)",2008,"Males","90+",22
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","05–09",1
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","20–24",0
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","35–39",2
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","40–44",6
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","45–49",11
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","50–54",15
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","55–59",15
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","60–64",37
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","65–69",42
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","70–74",72
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","75–79",72
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","80–84",85
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","85–89",68
"Actual","Non-melanoma skin cancer (rare types)",2009,"Males","90+",16
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","15–19",1
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","25–29",0
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","35–39",9
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","40–44",7
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","45–49",10
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","50–54",10
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","55–59",15
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","60–64",42
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","65–69",55
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","70–74",60
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","75–79",73
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","80–84",86
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","85–89",39
"Actual","Non-melanoma skin cancer (rare types)",2010,"Males","90+",24
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","30–34",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","35–39",4
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","40–44",8
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","45–49",9
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","50–54",11
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","55–59",26
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","60–64",39
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","65–69",52
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","70–74",59
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","75–79",79
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","80–84",74
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","85–89",63
"Actual","Non-melanoma skin cancer (rare types)",2011,"Males","90+",23
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","10–14",1
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","20–24",3
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","25–29",1
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","30–34",1
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","35–39",2
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","40–44",4
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","45–49",9
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","50–54",12
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","55–59",35
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","60–64",45
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","65–69",47
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","70–74",58
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","75–79",100
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","80–84",77
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","85–89",51
"Actual","Non-melanoma skin cancer (rare types)",2012,"Males","90+",32
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","05–09",1
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","10–14",1
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","20–24",0
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","35–39",9
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","40–44",6
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","45–49",13
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","50–54",20
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","55–59",32
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","60–64",49
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","65–69",62
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","70–74",73
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","75–79",74
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","80–84",121
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","85–89",69
"Actual","Non-melanoma skin cancer (rare types)",2013,"Males","90+",41
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","25–29",1
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","30–34",1
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","35–39",6
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","40–44",8
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","45–49",16
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","50–54",26
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","55–59",24
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","60–64",54
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","65–69",54
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","70–74",92
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","75–79",81
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","80–84",81
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","85–89",79
"Actual","Non-melanoma skin cancer (rare types)",2014,"Males","90+",36
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","20–24",2
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","25–29",3
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","30–34",4
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","35–39",4
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","40–44",7
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","45–49",15
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","50–54",14
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","55–59",33
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","60–64",41
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","65–69",68
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","70–74",72
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","75–79",110
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","80–84",94
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","85–89",90
"Actual","Non-melanoma skin cancer (rare types)",2015,"Males","90+",41
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","10–14",1
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","20–24",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","30–34",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","35–39",3
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","40–44",9
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","45–49",10
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","50–54",16
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","55–59",35
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","60–64",43
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","65–69",70
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","70–74",82
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","75–79",106
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","80–84",107
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","85–89",92
"Actual","Non-melanoma skin cancer (rare types)",2016,"Males","90+",61
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","20–24",2
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","25–29",1
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","30–34",3
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","35–39",3
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","40–44",9
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","45–49",14
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","50–54",18
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","55–59",29
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","60–64",56
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","65–69",88
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","70–74",116
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","75–79",113
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","80–84",127
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","85–89",91
"Actual","Non-melanoma skin cancer (rare types)",2017,"Males","90+",66
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","20–24",2
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","25–29",1
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","30–34",3
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","35–39",8
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","40–44",6
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","45–49",9
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","50–54",15
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","55–59",30
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","60–64",32
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","65–69",53
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","70–74",104
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","75–79",99
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","80–84",104
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","85–89",99
"Actual","Non-melanoma skin cancer (rare types)",2018,"Males","90+",69
"Actual","Non-melanoma skin cancer (rare types)",2019,"Males","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2019,"Males","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2019,"Males","10–14",1
"Actual","Non-melanoma skin cancer (rare types)",2019,"Males","15–19",1
"Actual","Non-melanoma skin cancer (rare types)",2019,"Males","20–24",3
"Actual","Non-melanoma skin cancer (rare types)",2019,"Males","25–29",4
